"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DLHSXGCW","journalArticle","2021","Mair, L.; Bennun, L.A.; Brooks, T.M.; Butchart, S.H.M.; Bolam, F.C.; Burgess, N.D.; Ekstrom, J.M.M.; Milner-Gulland, E.J.; Hoffmann, M.; Ma, K.; Macfarlane, N.B.W.; Raimondo, D.C.; Rodrigues, A.S.L.; Shen, X.; Strassburg, B.B.N.; Beatty, C.R.; Gómez-Creutzberg, C.; Iribarrem, A.; Irmadhiany, M.; Lacerda, E.; Mattos, B.C.; Parakkasi, K.; Tognelli, M.F.; Bennett, E.L.; Bryan, C.; Carbone, G.; Chaudhary, A.; Eiselin, M.; Fonseca, G.A.B.; Galt, R.; Geschke, A.; Glew, L.; Goedicke, R.; Green, J.M.H.; Gregory, R.D.; Hill, S.L.L.; Hole, D.G.; Hughes, J.; Hutton, J.; Keijzer, M.P.W.; Navarro, L.M.; Lughadha, E.Nic; Plumptre, A.J.; Puydarrieux, P.; Possingham, H.P.; Rankovic, A.; Regan, E.C.; Rondinini, C.; Schneck, J.D.; Siikamäki, J.; Sendashonga, C.; Seutin, G.; Sinclair, S.; Skowno, A.L.; Soto-Navarro, C.A.; Stuart, S.N.; Temple, H.J.; Vallier, A.; Verones, F.; Viana, L.R.; Watson, J.; Bezeng, S.; Koh, T.E.Lacher; Langhammer, P.F.; Long, B.; Mallon, D.; Pacifici, M.; Polidoro, B.A.; Pollock, C.M.; Rivers, M.C.; Roach, N.S.; Rodríguez, J.P.; Smart, J.; Young, B.E.; Hawkins, F.; McGowan, P.J.K.","A metric for spatially explicit contributions to science-based species targets","Nature Ecology & Evolution","","","10.1038/s41559-021-01432-0","","","2021","2023-10-20 14:17:08","2023-10-20 14:17:13","","","","","","","","","","","","","","","en","","","","","","","Citation Key: mair2021a","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/Z3URE4KG/Mair et al_2021_A metric for spatially explicit contributions to science-based species targets.pdf","","","","Böhm, M.; Burfield, I.J.; Clausnitzer, V.; Clubbe, C.; Cox, N.A.; Freyhof, J.; Gerber, L.R.; Hilton-Taylor, C.; Jenkins, R.; Joolia, A.; Joppa, L.N.; P, L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GHVYER6","journalArticle","2009","Alkemade, R.","GLOBIO3: A framework to investigate options for reducing global terrestrial biodiversity loss","Ecosystems (New York, N.Y.)","","","10.1007/s10021-009-9229-5","","","2009","2023-10-20 14:17:08","2023-10-20 14:17:08","","374–390","","","12","","Ecosystems","","","","","","","","en","","","","","","","Citation Key: alkemade2009a","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/47CDYN38/Alkemade_2009_GLOBIO3.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P4TVLEUV","journalArticle","2012","Schulp, C.J.E.; Alkemade, R.; Goldewijk, K.Klein; Petz, K.","Mapping ecosystem functions and services in Eastern Europe using global-scale data sets","International Journal of Biodiversity Science, Ecosystem Services & Management","","","10.1080/21513732.2011.645880","","","2012","2023-10-20 14:17:08","2023-10-20 14:17:14","","156–168","","","8","","","","","","","","","","en","","","","","","","Citation Key: schulp2012a","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/5MNV82RI/Schulp et al_2012_Mapping ecosystem functions and services in Eastern Europe using global-scale.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQK8HA9U","journalArticle","2020","Leclère, D.; Obersteiner, M.; Barrett, M.","Bending the curve of terrestrial biodiversity needs an integrated strategy","Nature","","","10.1038/s41586-020-2705-y","https://doi.org/10.1038/s41586-020-2705-y","","2020","2023-10-20 14:17:08","2023-10-20 14:17:08","","551–556","","","585","","","","","","","","","","en","","","","","","","Citation Key: lecl2020a","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/9QUSICQK/Leclère et al_2020_Bending the curve of terrestrial biodiversity needs an integrated strategy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5SD9Q54","journalArticle","2022","Sanyé-Mengual, E.; Sala, S.","Life Cycle Assessment support to environmental ambitions of EU policies and the Sustainable Development Goals","Integrated Environmental Assessment and Management","","","10.1002/ieam.4586","","","2022","2023-10-20 14:17:08","2023-10-20 14:17:14","","1221–1232","","5","18","","","","","","","","","","en","","","","","","","Citation Key: sany2022a","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/6KHKZA5N/Sanyé-Mengual_Sala_2022_Life Cycle Assessment support to environmental ambitions of EU policies and the.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWNEYBEU","journalArticle","2022","Sanyé-Mengual, E.; Valente, A.; Biganzoli, F.; Dorber, M.; Verones, F.; Marques, A.; Rodriguez, J.Ortigosa; Laurentiis, V.; Fazio, S.; Sala, S.","Linking inventories and impact assessment models for addressing biodiversity impacts: mapping rules and challenges","The International Journal of Life Cycle Assessment","","","10.1007/s11367-022-02049-6","","","2022","2023-10-20 14:17:08","2023-10-20 14:17:14","","813–833","","6","27","","","","","","","","","","en","","","","","","","Citation Key: sany2022b","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/2IGWURN5/Sanyé-Mengual et al_2022_Linking inventories and impact assessment models for addressing biodiversity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F7AJIUZ9","journalArticle","2017","Onat, N.C.; Kucukvar, M.; Halog, A.; Cloutier, S.","Systems thinking for life cycle sustainability assessment: A review of recent developments, applications, and future perspectives","Sustainability","","","10.3390/su9050706","","","2017","2023-10-20 14:17:08","2023-10-20 14:17:14","","706","","5","9","","","","","","","","","","en","","","","","","","Citation Key: onat2017a","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/NGWJ8IBP/Onat et al_2017_Systems thinking for life cycle sustainability assessment.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWXQ5VTZ","journalArticle","2019","Rugani, Benedetto; Maia De Souza, Danielle; Weidema, Bo P.; Bare, Jane; Bakshi, Bhavik; Grann, Blane; Johnston, John M.; Pavan, Ana Laura Raymundo; Liu, Xinyu; Laurent, Alexis; Verones, Francesca","Towards integrating the ecosystem services cascade framework within the Life Cycle Assessment (LCA) cause-effect methodology","Science of The Total Environment","","00489697","10.1016/j.scitotenv.2019.07.023","https://linkinghub.elsevier.com/retrieve/pii/S0048969719331365","","2019-11","2023-10-20 14:18:19","2023-10-20 14:18:19","2023-10-20 14:18:19","1284-1298","","","690","","Science of The Total Environment","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/8QVSAM94/Rugani et al_2019_Towards integrating the ecosystem services cascade framework within the Life.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WWML6QBK","journalArticle","2022","Karunaratne, Shiromi; Dharmarathna, Dilshi","A review of comprehensiveness, user-friendliness, and contribution for sustainable design of whole building environmental life cycle assessment software tools","Building and Environment","","03601323","10.1016/j.buildenv.2022.108784","https://linkinghub.elsevier.com/retrieve/pii/S0360132322000336","","2022-03","2023-10-20 14:24:01","2023-10-20 14:24:01","2023-10-20 14:24:01","108784","","","212","","Building and Environment","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/LBNY3ZWG/Karunaratne_Dharmarathna_2022_A review of comprehensiveness, user-friendliness, and contribution for.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2VZAB53","journalArticle","2021","Ortiz, Andrea Monica D.; Outhwaite, Charlotte L.; Dalin, Carole; Newbold, Tim","A review of the interactions between biodiversity, agriculture, climate change, and international trade: research and policy priorities","One Earth","","25903322","10.1016/j.oneear.2020.12.008","https://linkinghub.elsevier.com/retrieve/pii/S2590332220306540","","2021-01","2023-10-20 14:26:09","2023-10-20 14:26:09","2023-10-20 14:26:09","88-101","","1","4","","One Earth","A review of the interactions between biodiversity, agriculture, climate change, and international trade","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/UG4ILDUA/Ortiz et al_2021_A review of the interactions between biodiversity, agriculture, climate change,.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AEUKKHC","journalArticle","2013","Alkemade, Rob; Reid, Robin S.; Van Den Berg, Maurits; De Leeuw, Jan; Jeuken, Michel","Assessing the impacts of livestock production on biodiversity in rangeland ecosystems","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1011013108","https://pnas.org/doi/full/10.1073/pnas.1011013108","Biodiversity in rangelands is decreasing, due to intense utilization for livestock production and conversion of rangeland into cropland; yet the outlook of rangeland biodiversity has not been considered in view of future global demand for food. Here we assess the impact of future livestock production on the global rangelands area and their biodiversity. First we formalized existing knowledge about livestock grazing impacts on biodiversity, expressed in mean species abundance (MSA) of the original rangeland native species assemblages, through metaanalysis of peer-reviewed literature. MSA values, ranging from 1 in natural rangelands to 0.3 in man-made grasslands, were entered in the IMAGE-GLOBIO model. This model was used to assess the impact of change in food demand and livestock production on future rangeland biodiversity. The model revealed remarkable regional variation in impact on rangeland area and MSA between two agricultural production scenarios. The area of used rangelands slightly increases globally between 2000 and 2050 in the baseline scenario and reduces under a scenario of enhanced uptake of resource-efficient production technologies increasing production [high levels of agricultural knowledge, science, and technology (high-AKST)], particularly in Africa. Both scenarios suggest a global decrease in MSA for rangelands until 2050. The contribution of livestock grazing to MSA loss is, however, expected to diminish after 2030, in particular in Africa under the high-AKST scenario. Policies fostering agricultural intensification can reduce the overall pressure on rangeland biodiversity, but additional measures, addressing factors such as climate change and infrastructural development, are necessary to totally halt biodiversity loss.","2013-12-24","2023-10-20 14:26:39","2023-10-20 14:26:39","2023-10-20 14:26:39","20900-20905","","52","110","","Proc. Natl. Acad. Sci. U.S.A.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/RDSC8J3W/Alkemade et al_2013_Assessing the impacts of livestock production on biodiversity in rangeland.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAKBZMPG","journalArticle","2006","Gontier, Mikael; Balfors, Berit; Mörtberg, Ulla","Biodiversity in environmental assessment—current practice and tools for prediction","Environmental Impact Assessment Review","","01959255","10.1016/j.eiar.2005.09.001","https://linkinghub.elsevier.com/retrieve/pii/S0195925505001228","","2006-04","2023-10-20 14:26:57","2023-10-20 14:26:57","2023-10-20 14:26:57","268-286","","3","26","","Environmental Impact Assessment Review","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/87SG8AP7/Gontier et al_2006_Biodiversity in environmental assessment—current practice and tools for.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AKAFUUC","journalArticle","2021","VanderWilde, Calli P.; Newell, Joshua P.","Ecosystem services and life cycle assessment: A bibliometric review","Resources, Conservation and Recycling","","09213449","10.1016/j.resconrec.2021.105461","https://linkinghub.elsevier.com/retrieve/pii/S0921344921000689","","2021-06","2023-10-20 14:28:25","2023-10-20 14:28:25","2023-10-20 14:28:25","105461","","","169","","Resources, Conservation and Recycling","Ecosystem services and life cycle assessment","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/3P5BF5TM/VanderWilde_Newell_2021_Ecosystem services and life cycle assessment.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8BA96L72","journalArticle","2010","McGeoch, Melodie A.; Butchart, Stuart H. M.; Spear, Dian; Marais, Elrike; Kleynhans, Elizabeth J.; Symes, Andy; Chanson, Janice; Hoffmann, Michael","Global indicators of biological invasion: species numbers, biodiversity impact and policy responses: Invasive alien species indicator: 2010 Biodiversity Target","Diversity and Distributions","","13669516","10.1111/j.1472-4642.2009.00633.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2009.00633.x","","2010-01","2023-10-20 14:29:01","2023-10-20 14:29:01","2023-10-20 14:29:01","95-108","","1","16","","","Global indicators of biological invasion","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/33MC2AHZ/McGeoch et al_2010_Global indicators of biological invasion.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMXD2DWN","journalArticle","2017","Winter, Lisa; Lehmann, Annekatrin; Finogenova, Natalia; Finkbeiner, Matthias","Including biodiversity in life cycle assessment – State of the art, gaps and research needs","Environmental Impact Assessment Review","","01959255","10.1016/j.eiar.2017.08.006","https://linkinghub.elsevier.com/retrieve/pii/S0195925516303389","","2017-11","2023-10-20 14:29:55","2023-10-20 14:29:55","2023-10-20 14:29:55","88-100","","","67","","Environmental Impact Assessment Review","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/rainerkrug/Zotero [IPBES_BBA_Ch4_Snowball_Pilot_1] /storage/5CEEDSV7/Winter et al_2017_Including biodiversity in life cycle assessment – State of the art, gaps and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
